1,2,118,0
1,3,118,0
1,4,118,0
1,5,118,0
1,6,118,0
1,7,118,0
1,8,118,0
1,9,118,0
1,10,118,0
2,2,118,0
2,3,118,0
2,4,118,0
2,5,118,0
2,6,118,0
2,7,118,0
2,8,118,0
2,9,118,0
2,10,118,0
3,2,118,0
3,3,118,0
3,4,118,0
3,5,118,0
3,6,118,0
3,7,118,0
3,8,118,0
3,9,118,0
3,10,118,0
1,2,119,0
1,3,119,0
1,4,119,0
1,5,119,0
1,6,119,0
1,7,119,0
1,8,119,0
1,9,119,0
1,10,119,0
2,2,119,0
2,3,119,0
2,4,119,0
2,5,119,0
2,6,119,0
2,7,119,0
2,8,119,0
2,9,119,0
2,10,119,0
3,2,119,0
3,3,119,0
3,4,119,0
3,5,119,0
3,6,119,0
3,7,119,0
3,8,119,0
3,9,119,0
3,10,119,0
1,2,120,0
1,3,120,0
1,4,120,0
1,5,120,0
1,6,120,0
1,7,120,0
1,8,120,0
1,9,120,0
1,10,120,0
2,2,120,0
2,3,120,0
2,4,120,0
2,5,120,0
2,6,120,0
2,7,120,0
2,8,120,0
2,9,120,0
2,10,120,0
3,2,120,0
3,3,120,0
3,4,120,0
3,5,120,0
3,6,120,0
3,7,120,0
3,8,120,0
3,9,120,0
3,10,120,0
1,2,121,0
1,3,121,0
1,4,121,0
1,5,121,0
1,6,121,0
1,7,121,0
1,8,121,0
1,9,121,0
1,10,121,0
2,2,121,0
2,3,121,0
2,4,121,0
2,5,121,0
2,6,121,0
2,7,121,0
2,8,121,0
2,9,121,0
2,10,121,0
3,2,121,0
3,3,121,0
3,4,121,0
3,5,121,0
3,6,121,0
3,7,121,0
3,8,121,0
3,9,121,0
3,10,121,0
1,2,122,0
1,3,122,0
1,4,122,0
1,5,122,0
1,6,122,0
1,7,122,0
1,8,122,0
1,9,122,0
1,10,122,0
2,2,122,0
2,3,122,0
2,4,122,0
2,5,122,0
2,6,122,0
2,7,122,0
2,8,122,0
2,9,122,0
2,10,122,0
3,2,122,0
3,3,122,0
3,4,122,0
3,5,122,0
3,6,122,0
3,7,122,0
3,8,122,0
3,9,122,0
3,10,122,0
1,2,123,0
1,3,123,0
1,4,123,0
1,5,123,0
1,6,123,0
1,7,123,0
1,8,123,0
1,9,123,0
1,10,123,0
2,2,123,0
2,3,123,0
2,4,123,0
2,5,123,0
2,6,123,0
2,7,123,0
2,8,123,0
2,9,123,0
2,10,123,0
3,2,123,0
3,3,123,0
3,4,123,0
3,5,123,0
3,6,123,0
3,7,123,0
3,8,123,0
3,9,123,0
3,10,123,0
1,2,124,0
1,3,124,0
1,4,124,0
1,5,124,0
1,6,124,0
1,7,124,0
1,8,124,0
1,9,124,0
1,10,124,0
2,2,124,0
2,3,124,0
2,4,124,0
2,5,124,0
2,6,124,0
2,7,124,0
2,8,124,0
2,9,124,0
2,10,124,0
3,2,124,0
3,3,124,0
3,4,124,0
3,5,124,0
3,6,124,0
3,7,124,0
3,8,124,0
3,9,124,0
3,10,124,0
1,2,125,0
1,3,125,0
1,4,125,0
1,5,125,0
1,6,125,0
1,7,125,0
1,8,125,0
1,9,125,0
1,10,125,0
2,2,125,0
2,3,125,0
2,4,125,0
2,5,125,0
2,6,125,0
2,7,125,0
2,8,125,0
2,9,125,0
2,10,125,0
3,2,125,0
3,3,125,0
3,4,125,0
3,5,125,0
3,6,125,0
3,7,125,0
3,8,125,0
3,9,125,0
3,10,125,0
1,2,126,0
1,3,126,0
1,4,126,0
1,5,126,0
1,6,126,0
1,7,126,0
1,8,126,0
1,9,126,0
1,10,126,0
2,2,126,0
2,3,126,0
2,4,126,0
2,5,126,0
2,6,126,0
2,7,126,0
2,8,126,0
2,9,126,0
2,10,126,0
3,2,126,0
3,3,126,0
3,4,126,0
3,5,126,0
3,6,126,0
3,7,126,0
3,8,126,0
3,9,126,0
3,10,126,0
