128,1,"lancer_piece",5
128,2,"lancer_piece",12
128,2,"phoenix_feather",6
128,3,"lancer_monument",5
128,3,"seed_of_yggdrassil",12
128,3,"warhorses_young_horn",3
128,4,"lancer_monument",12
128,4,"warhorses_young_horn",6
128,4,"shell_of_reminiscence",12
129,1,"archer_piece",5
129,2,"archer_piece",12
129,2,"shell_of_reminiscence",8
129,3,"archer_monument",5
129,3,"dragon_fang",24
129,3,"great_knight_medal",10
129,4,"archer_monument",12
129,4,"great_knight_medal",20
129,4,"dragons_reverse_scale",5
130,1,"caster_piece",4
130,2,"caster_piece",10
130,2,"seed_of_yggdrassil",8
130,3,"caster_monument",4
130,3,"phoenix_feather",4
130,3,"shell_of_reminiscence",8
130,4,"caster_monument",10
130,4,"phoenix_feather",7
130,4,"scarab_of_wisdom",4
131,1,"archer_piece",4
131,2,"archer_piece",10
131,2,"serpent_jewel",5
131,3,"archer_monument",4
131,3,"octuplet_twin_crystals",8
131,3,"shell_of_reminiscence",4
131,4,"archer_monument",10
131,4,"shell_of_reminiscence",8
131,4,"claw_of_chaos",6
132,1,"rider_piece",4
132,2,"rider_piece",10
132,2,"shell_of_reminiscence",6
132,3,"rider_monument",4
132,3,"great_knight_medal",16
132,3,"dragon_fang",10
132,4,"rider_monument",10
132,4,"dragon_fang",20
132,4,"dragons_reverse_scale",4
135,1,"saber_piece",4
135,1,"rider_piece",4
135,1,"berserker_piece",4
135,2,"archer_piece",4
135,2,"lancer_piece",4
135,2,"caster_piece",4
135,2,"assassin_piece",4
135,3,"saber_monument",4
135,3,"rider_monument",4
135,3,"berserker_monument",4
135,4,"archer_monument",4
135,4,"lancer_monument",4
135,4,"caster_monument",4
135,4,"assassin_monument",4
133,1,"bell_ringing_branch",1
133,2,"bell_ringing_branch",1
133,3,"bell_ringing_branch",1
133,4,"bell_ringing_branch",1
