2,1,saber_piece,5
2,2,dragon_fang,18
2,2,saber_piece,12
2,3,phoenix_feather,4
2,3,proof_of_hero,29
2,3,saber_monument,5
2,4,phoenix_feather,8
2,4,dragons_reverse_scale,5
2,4,saber_monument,12
3,1,saber_piece,4
3,2,saber_piece,10
3,2,dragon_fang,15
3,3,saber_monument,4
3,3,claw_of_chaos,5
3,3,dragons_reverse_scale,2
3,4,saber_monument,10
3,4,dragons_reverse_scale,4
3,4,heart_of_the_foreign_god,4
4,1,saber_piece,4
4,2,saber_piece,10
4,2,proof_of_hero,18
4,3,saber_monument,4
4,3,dragon_fang,20
4,3,seed_of_yggdrassil,5
4,4,saber_monument,10
4,4,seed_of_yggdrassil,10
4,4,dragons_reverse_scale,4
5,1,saber_piece,4
5,2,saber_piece,10
5,2,octuplet_twin_crystals,6
5,3,saber_monument,4
5,3,phoenix_feather,7
5,3,ghost_lantern,4
5,4,saber_monument,10
5,4,ghost_lantern,8
5,4,eternal_gear,10
6,1,saber_piece,4
6,2,saber_piece,10
6,2,dragon_fang,15
6,3,saber_monument,4
6,3,seed_of_yggdrassil,10
6,3,proof_of_hero,12
6,4,saber_monument,10
6,4,proof_of_hero,24
6,4,dragons_reverse_scale,5
7,1,saber_piece,4
7,2,saber_piece,8
7,2,proof_of_hero,15
7,3,saber_monument,4
7,3,eternal_gear,7
7,3,forbidden_page,4
7,4,saber_monument,8
7,4,forbidden_page,7
7,4,claw_of_chaos,5
8,1,saber_piece,5
8,2,saber_piece,12
8,2,voids_dust,15
8,3,saber_monument,5
8,3,claw_of_chaos,6
8,3,meteor_horseshoe,5
8,4,saber_monument,12
8,4,meteor_horseshoe,10
8,4,heart_of_the_foreign_god,5
9,1,saber_piece,4
9,2,saber_piece,8
9,2,proof_of_hero,15
9,3,saber_monument,4
9,3,voids_dust,13
9,3,evil_bone,10
9,4,saber_monument,8
9,4,evil_bone,20
9,4,heart_of_the_foreign_god,4
10,1,saber_piece,4
10,2,saber_piece,10
10,2,proof_of_hero,18
10,3,saber_monument,4
10,3,seed_of_yggdrassil,10
10,3,phoenix_feather,4
10,4,saber_monument,10
10,4,phoenix_feather,7
10,4,serpent_jewel,8
11,1,archer_piece,4
11,2,archer_piece,10
11,2,proof_of_hero,18
11,3,archer_monument,4
11,3,eternal_gear,8
11,3,heart_of_the_foreign_god,2
11,4,archer_monument,10
11,4,heart_of_the_foreign_god,4
11,4,voids_dust,20
12,1,archer_piece,5
12,2,archer_piece,12
12,2,serpent_jewel,6
12,3,archer_monument,5
12,3,proof_of_hero,29
12,3,dragons_reverse_scale,2
12,4,archer_monument,12
12,4,dragons_reverse_scale,4
12,4,heart_of_the_foreign_god,5
13,1,archer_piece,4
13,2,archer_piece,8
13,2,seed_of_yggdrassil,6
13,3,archer_monument,4
13,3,serpent_jewel,6
13,3,dragon_fang,8
13,4,archer_monument,8
13,4,dragon_fang,16
13,4,voids_dust,16
14,1,archer_piece,4
14,2,archer_piece,10
14,2,phoenix_feather,5
14,3,archer_monument,4
14,3,dragon_fang,20
14,3,serpent_jewel,4
14,4,archer_monument,10
14,4,serpent_jewel,7
14,4,seed_of_yggdrassil,12
