107,2,"proof_of_hero",10
107,3,"voids_dust",10
107,4,"evil_bone",12
107,5,"homunculus_baby",12
107,6,"ghost_lantern",12
107,7,"eternal_gear",15
107,8,"tearstone_of_blood",15
107,9,"spirit_root",15
107,10,"crystallized_lore",1
111,2,"gem_of_caster",4
111,3,"gem_of_caster",10
111,4,"magic_gem_of_caster",4
111,5,"magic_gem_of_caster",10
111,5,"seed_of_yggdrassil",5
111,6,"secret_gem_of_caster",4
111,6,"seed_of_yggdrassil",10
111,7,"secret_gem_of_caster",10
111,7,"homunculus_baby",4
111,8,"homunculus_baby",8
111,8,"phoenix_feather",4
111,9,"phoenix_feather",12
111,9,"spirit_root",8
111,10,"crystallized_lore",1
108,2,"gem_of_rider",5
108,3,"gem_of_rider",12
108,4,"magic_gem_of_rider",5
108,5,"magic_gem_of_rider",12
108,5,"proof_of_hero",15
108,6,"secret_gem_of_rider",5
108,6,"proof_of_hero",29
108,7,"secret_gem_of_rider",12
108,7,"meteor_horseshoe",5
108,8,"meteor_horseshoe",10
108,8,"seed_of_yggdrassil",8
108,9,"seed_of_yggdrassil",22
108,9,"phoenix_feather",20
108,10,"crystallized_lore",1
109,2,"gem_of_assassin",4
109,3,"gem_of_assassin",10
109,4,"magic_gem_of_assassin",4
109,5,"magic_gem_of_assassin",10
109,5,"evil_bone",12
109,6,"secret_gem_of_assassin",4
109,6,"evil_bone",24
109,7,"secret_gem_of_assassin",10
109,7,"proof_of_hero",12
109,8,"proof_of_hero",24
109,8,"homunculus_baby",5
109,9,"homunculus_baby",15
109,9,"heart_of_the_foreign_god",8
109,10,"crystallized_lore",1
110,2,"gem_of_assassin",4
110,3,"gem_of_assassin",8
110,4,"magic_gem_of_assassin",4
110,5,"magic_gem_of_assassin",8
110,5,"octuplet_twin_crystals",4
110,6,"secret_gem_of_assassin",4
110,6,"octuplet_twin_crystals",7
110,7,"secret_gem_of_assassin",8
110,7,"voids_dust",7
110,8,"voids_dust",13
110,8,"evil_bone",12
110,9,"evil_bone",36
110,9,"claw_of_chaos",10
110,10,"crystallized_lore",1
