1,2,107,0
1,3,107,0
1,4,107,0
1,5,107,0
1,6,107,0
1,7,107,0
1,8,107,0
1,9,107,0
1,10,107,0
2,2,107,0
2,3,107,0
2,4,107,0
2,5,107,0
2,6,107,0
2,7,107,0
2,8,107,0
2,9,107,0
2,10,107,0
3,2,107,0
3,3,107,0
3,4,107,0
3,5,107,0
3,6,107,0
3,7,107,0
3,8,107,0
3,9,107,0
3,10,107,0
1,2,111,0
1,3,111,0
1,4,111,0
1,5,111,0
1,6,111,0
1,7,111,0
1,8,111,0
1,9,111,0
1,10,111,0
2,2,111,0
2,3,111,0
2,4,111,0
2,5,111,0
2,6,111,0
2,7,111,0
2,8,111,0
2,9,111,0
2,10,111,0
3,2,111,0
3,3,111,0
3,4,111,0
3,5,111,0
3,6,111,0
3,7,111,0
3,8,111,0
3,9,111,0
3,10,111,0
1,2,108,0
1,3,108,0
1,4,108,0
1,5,108,0
1,6,108,0
1,7,108,0
1,8,108,0
1,9,108,0
1,10,108,0
2,2,108,0
2,3,108,0
2,4,108,0
2,5,108,0
2,6,108,0
2,7,108,0
2,8,108,0
2,9,108,0
2,10,108,0
3,2,108,0
3,3,108,0
3,4,108,0
3,5,108,0
3,6,108,0
3,7,108,0
3,8,108,0
3,9,108,0
3,10,108,0
1,2,109,0
1,3,109,0
1,4,109,0
1,5,109,0
1,6,109,0
1,7,109,0
1,8,109,0
1,9,109,0
1,10,109,0
2,2,109,0
2,3,109,0
2,4,109,0
2,5,109,0
2,6,109,0
2,7,109,0
2,8,109,0
2,9,109,0
2,10,109,0
3,2,109,0
3,3,109,0
3,4,109,0
3,5,109,0
3,6,109,0
3,7,109,0
3,8,109,0
3,9,109,0
3,10,109,0
1,2,110,0
1,3,110,0
1,4,110,0
1,5,110,0
1,6,110,0
1,7,110,0
1,8,110,0
1,9,110,0
1,10,110,0
2,2,110,0
2,3,110,0
2,4,110,0
2,5,110,0
2,6,110,0
2,7,110,0
2,8,110,0
2,9,110,0
2,10,110,0
3,2,110,0
3,3,110,0
3,4,110,0
3,5,110,0
3,6,110,0
3,7,110,0
3,8,110,0
3,9,110,0
3,10,110,0
